file, distance_index, batch_size, threshold, max_dist_size, new_dist_buffer_size, f1, cover
measles, 0, 5, 3.5226534774386637, 95, 16, 0.9473684210526316, 0.9511852891971232
measles, 1, 3, 3.1951697680902518, 91, 31, 0.9473684210526316, 0.9511852891971232
measles, 2, 5, 0.7990579003054146, 47, 14, 0.9473684210526316, 0.9511852891971232
measles, 3, 3, 3.605502619595776, 82, 15, 0.9473684210526316, 0.9511852891971232
measles, 4, 3, 1.948874351300359, 38, 28, 0.9473684210526316, 0.9511852891971232
measles, 5, 5, 3.9566460373884054, 81, 32, 0.9473684210526316, 0.9511852891971232
measles, 6, 3, 3.3324408952828715, 83, 25, 0.9473684210526316, 0.9511852891971232
measles, 7, 4, 2.5888139975809046, 57, 15, 0.9473684210526316, 0.9511852891971232
measles, 9, 4, 3.136736111960151, 16, 31, 0.9473684210526316, 0.9511852891971232
measles, 10, 4, 3.997436573890642, 90, 30, 0.9473684210526316, 0.9511852891971232
measles, 11, 5, 3.5266414466337044, 79, 38, 0.9473684210526316, 0.9511852891971232
measles, 12, 4, 3.9263374297753155, 71, 44, 0.6428571428571429, 0.9273331152494947
measles, 13, 5, 3.5036360474889596, 92, 37, 0.9473684210526316, 0.9511852891971232
measles, 14, 4, 3.693133303694833, 24, 43, 0.9473684210526316, 0.9511852891971232
measles, 15, 6, 3.4204764691084377, 99, 37, 0.9473684210526316, 0.9511852891971232
measles, 16, 6, 3.9417710066585423, 90, 26, 0.9473684210526316, 0.9511852891971232
measles, 17, 5, 3.7919296653624213, 90, 22, 0.9473684210526316, 0.9511852891971232
measles, 18, 3, 3.3174040447357545, 69, 43, 0.9473684210526316, 0.9511852891971232
measles, 19, 3, 3.9888958472867015, 59, 20, 0.9473684210526316, 0.9511852891971232
measles, 20, 4, 3.2192718986668822, 96, 33, 0.9473684210526316, 0.9511852891971232
measles, 21, 5, 2.6828239622593024, 59, 49, 0.9473684210526316, 0.9511852891971232
measles, 22, 4, 3.482361008223088, 68, 50, 0.9473684210526316, 0.9511852891971232
measles, 23, 4, 3.9254565397758614, 11, 27, 0.9473684210526316, 0.9511852891971232
measles, 24, 4, 3.976044548620807, 100, 25, 0.9473684210526316, 0.9511852891971232
measles, 25, 5, 3.681508136166522, 66, 17, 0.9473684210526316, 0.9511852891971232
measles, 26, 5, 3.743382758995839, 62, 43, 0.9473684210526316, 0.9511852891971232
measles, 27, 3, 3.489112278617919, 100, 22, 0.9473684210526316, 0.9511852891971232
measles, 28, 3, 0.27012449463930643, 92, 46, 0.9473684210526316, 0.9511852891971232
measles, 29, 3, 3.073503691597364, 98, 7, 0.48648648648648646, 0.9158589467368479
measles, 30, 6, 3.5298310138425153, 100, 35, 0.9473684210526316, 0.9511852891971232
measles, 31, 3, 1.4762002549240727, 62, 12, 0.9473684210526316, 0.9511852891971232
measles, 32, 6, 3.2525020844680004, 89, 47, 0.9473684210526316, 0.9511852891971232
measles, 33, 3, 3.3119982972059905, 94, 16, 0.9473684210526316, 0.9511852891971232
measles, 34, 4, 3.0967599123115255, 95, 18, 0.9473684210526316, 0.9511852891971232
measles, 35, 3, 2.981470388206095, 80, 12, 0.9473684210526316, 0.9511852891971232
measles, 36, 4, 3.5528125753051856, 88, 48, 0.9473684210526316, 0.9511852891971232
measles, 37, 4, 3.2721851194328737, 89, 36, 0.6428571428571429, 0.909905577985775
measles, 38, 3, 3.0211687148845474, 99, 24, 0.9473684210526316, 0.9511852891971232
measles, 39, 4, 2.372889368810739, 86, 30, 0.9473684210526316, 0.9511852891971232
