file, distance_index, batch_size, threshold, max_dist_size, new_dist_buffer_size, f1, cover
seatbelts, 0, 4, 0.7297050138172577, 63, 48, 0.9743589743589743, 0.869806090015857
seatbelts, 1, 6, 1.0063485994509396, 42, 48, 0.8571428571428571, 0.7138888888888889
seatbelts, 2, 3, 0.9990383436804052, 49, 42, 0.8571428571428571, 0.7735420425980788
seatbelts, 3, 6, 0.7400811874285886, 75, 43, 0.9743589743589743, 0.869806090015857
seatbelts, 4, 6, 0.8730422509161506, 74, 24, 0.888888888888889, 0.6700086805555555
seatbelts, 5, 5, 0.40497966171598626, 59, 48, 0.838235294117647, 0.6233735353020521
seatbelts, 6, 4, 0.8797538443680346, 41, 48, 0.9743589743589743, 0.8316002155172413
seatbelts, 7, 4, 0.8772874650282998, 62, 48, 0.9743589743589743, 0.869806090015857
seatbelts, 9, 4, 0.8789124778359442, 70, 46, 0.9743589743589743, 0.869806090015857
seatbelts, 10, 6, 0.7372925359842363, 43, 50, 0.9743589743589743, 0.869806090015857
seatbelts, 11, 6, 0.9348956339236361, 28, 50, 0.8571428571428571, 0.7138888888888889
seatbelts, 12, 6, 1.056713951334959, 56, 47, 0.9743589743589743, 0.869806090015857
seatbelts, 13, 6, 0.7400877576511644, 66, 47, 0.9743589743589743, 0.869806090015857
seatbelts, 14, 6, 1.0354182746890075, 33, 49, 0.8571428571428571, 0.7138888888888889
seatbelts, 15, 6, 0.7118955696697946, 87, 49, 0.9743589743589743, 0.869806090015857
seatbelts, 16, 6, 0.708836899815003, 75, 47, 0.9743589743589743, 0.869806090015857
seatbelts, 17, 6, 0.6993784609756357, 75, 47, 0.9743589743589743, 0.869806090015857
seatbelts, 18, 4, 0.43354829839466136, 51, 48, 0.838235294117647, 0.5981144428641664
seatbelts, 19, 4, 0.4646042538298921, 35, 48, 0.838235294117647, 0.5981144428641664
seatbelts, 20, 6, 0.7792692010762263, 12, 50, 0.9743589743589743, 0.869806090015857
seatbelts, 21, 3, 0.915664241212826, 44, 47, 0.9743589743589743, 0.8244591876102291
seatbelts, 22, 6, 0.807568613566657, 65, 45, 0.9743589743589743, 0.869806090015857
seatbelts, 23, 6, 0.8372506439662761, 81, 48, 0.9743589743589743, 0.869806090015857
seatbelts, 24, 6, 1.0968681165105996, 64, 49, 0.8571428571428571, 0.7138888888888889
seatbelts, 25, 6, 0.8917335757747031, 44, 45, 0.8571428571428571, 0.7138888888888889
seatbelts, 26, 6, 1.0218322236317887, 17, 34, 0.8571428571428571, 0.7138888888888889
seatbelts, 27, 6, 0.7635248309903908, 13, 49, 0.9743589743589743, 0.869806090015857
seatbelts, 28, 4, 1.0025560766003643, 21, 21, 1.0, 0.7950086805555556
seatbelts, 29, 4, 0.5015126417727027, 15, 48, 0.8571428571428571, 0.6841021825396826
seatbelts, 30, 5, 1.4414431778255752, 26, 35, 0.8235294117647058, 0.60548797060015
seatbelts, 31, 6, 0.7640052394563038, 20, 45, 0.9743589743589743, 0.869806090015857
seatbelts, 32, 6, 1.1741033179643452, 54, 46, 0.8571428571428571, 0.7138888888888889
seatbelts, 33, 6, 0.9943696011036219, 34, 46, 0.8571428571428571, 0.7138888888888889
seatbelts, 34, 5, 1.0427662296533258, 59, 50, 0.8571428571428571, 0.7478455460128411
seatbelts, 35, 4, 0.974199630023554, 36, 46, 0.9743589743589743, 0.8425982351366063
seatbelts, 36, 6, 1.0638975857906563, 45, 50, 0.8571428571428571, 0.7138888888888889
seatbelts, 37, 5, 2.023316756103315, 70, 20, 0.838235294117647, 0.7885132575757575
seatbelts, 38, 6, 0.7532462118756074, 47, 45, 0.9743589743589743, 0.869806090015857
seatbelts, 39, 6, 0.7704144392733472, 28, 43, 0.9743589743589743, 0.869806090015857
