file, distance_index, batch_size, threshold, max_dist_size, new_dist_buffer_size, f1, cover
jfk_passengers, 0, 4, 2.1826152161483163, 49, 10, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 1, 4, 3.759042605834643, 58, 36, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 2, 5, 0.9707798732399401, 88, 41, 0.723404255319149, 0.6298433048433048
jfk_passengers, 3, 6, 1.4488713274649605, 43, 50, 0.6495726495726496, 0.8377542769450981
jfk_passengers, 4, 4, 1.8345628004853645, 33, 37, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 5, 6, 3.1966858368410147, 16, 15, 0.7755102040816326, 0.8345900167057547
jfk_passengers, 6, 6, 3.39955762517212, 63, 14, 0.53125, 0.8545622211471269
jfk_passengers, 7, 6, 2.390598224493459, 14, 10, 0.7131782945736433, 0.8389159052952155
jfk_passengers, 9, 6, 1.3377513056526797, 57, 34, 0.6495726495726496, 0.8377542769450981
jfk_passengers, 10, 4, 2.406552874755426, 21, 43, 0.6495726495726496, 0.8274532462542108
jfk_passengers, 11, 4, 1.9828542328665373, 71, 24, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 12, 4, 0.7651617272661779, 76, 28, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 13, 4, 2.1989779792873336, 68, 20, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 14, 6, 1.3584665537442744, 72, 23, 0.6495726495726496, 0.8377542769450981
jfk_passengers, 15, 4, 3.5963067785952783, 58, 31, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 16, 4, 3.5780257744333417, 53, 46, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 17, 4, 3.679980254524432, 62, 48, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 18, 4, 2.1604040435227096, 60, 45, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 19, 4, 2.2866020689213915, 31, 46, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 20, 6, 1.525108746439665, 51, 48, 0.6495726495726496, 0.8377542769450981
jfk_passengers, 21, 6, 1.037450469878159, 74, 48, 0.41975308641975306, 0.8457720976903367
jfk_passengers, 22, 4, 2.158973254843427, 66, 48, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 23, 4, 1.8882899110808093, 57, 43, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 24, 4, 3.972228200982681, 56, 29, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 25, 4, 2.021038921876814, 61, 10, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 26, 4, 1.094322335497344, 51, 38, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 27, 4, 2.5621361278579045, 31, 40, 0.6495726495726496, 0.8274532462542108
jfk_passengers, 28, 5, 0.43902477041752275, 68, 7, 0.723404255319149, 0.6298433048433048
jfk_passengers, 29, 4, 3.9107163174512714, 71, 38, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 30, 5, 1.1246287162180968, 59, 37, 0.8679245283018869, 0.8680598784645028
jfk_passengers, 31, 6, 1.4034229368452007, 51, 45, 0.6495726495726496, 0.8377542769450981
jfk_passengers, 32, 4, 3.5532160811533178, 57, 33, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 33, 4, 3.5982018294286333, 49, 12, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 34, 4, 3.5167524913405073, 31, 50, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 35, 3, 3.5959467967498897, 19, 8, 0.7755102040816326, 0.8345900167057547
jfk_passengers, 36, 4, 3.6260178659983273, 60, 44, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 37, 4, 3.4779111456941183, 37, 8, 0.6495726495726496, 0.8274532462542108
jfk_passengers, 38, 4, 2.1642118016137206, 22, 38, 0.7755102040816326, 0.8392664497512488
jfk_passengers, 39, 4, 1.6833118771540811, 13, 37, 0.7755102040816326, 0.8392664497512488
