file,distance_index,batch_size,threshold,max_dist_size,new_dist_buffer_size,f1,cover
rail_lines,0,5,1.3124737271784686,27,5,0.9655172413793104,0.7847490347490347
rail_lines,1,3,0.6389386856408197,47,8,0.9655172413793104,0.8018894460070932
rail_lines,2,6,2.3104213847724098,87,11,0.9655172413793104,0.7401247401247402
rail_lines,3,5,2.4405152629706075,46,4,0.9655172413793104,0.7847490347490347
rail_lines,4,5,2.925481626486499,46,4,0.9655172413793104,0.7847490347490347
rail_lines,5,5,0.5995965552058996,63,5,0.9655172413793104,0.7847490347490347
rail_lines,6,5,3.7141263735898256,34,5,0.9655172413793104,0.7847490347490347
rail_lines,7,5,3.061840736880708,91,3,0.9655172413793104,0.7847490347490347
rail_lines,9,5,1.6532793197104656,77,3,0.9655172413793104,0.7847490347490347
rail_lines,10,5,2.172725087073675,95,5,0.9655172413793104,0.7847490347490347
rail_lines,11,3,0.7432544536534865,91,9,0.9655172413793104,0.8018894460070932
rail_lines,12,4,1.0037045584982236,74,6,0.9655172413793104,0.7841805606511489
rail_lines,13,5,0.7931604982390196,19,5,0.9655172413793104,0.7847490347490347
rail_lines,14,5,3.3120638497380295,62,4,0.9655172413793104,0.7847490347490347
rail_lines,15,3,0.6600150741984774,51,9,0.9655172413793104,0.8018894460070932
rail_lines,16,3,0.515232181808483,37,8,0.9655172413793104,0.8018894460070932
rail_lines,17,3,0.4996635897208518,95,7,0.9655172413793104,0.8018894460070932
rail_lines,18,5,0.9572401293319023,72,5,0.8461538461538461,0.7863825363825364
rail_lines,19,5,1.430801117612564,43,14,0.8461538461538461,0.7863825363825364
rail_lines,20,5,0.40150941302422083,80,4,0.9655172413793104,0.7847490347490347
rail_lines,21,5,1.2116153899538828,37,4,0.9655172413793104,0.7847490347490347
rail_lines,22,5,1.840711886731413,98,5,0.9655172413793104,0.7847490347490347
rail_lines,23,3,0.687791571578603,40,8,0.9655172413793104,0.8018894460070932
rail_lines,24,5,3.986395540630476,59,3,0.9655172413793104,0.7847490347490347
rail_lines,25,3,0.6346810364224162,46,8,0.9655172413793104,0.8018894460070932
rail_lines,26,6,0.9967009698710557,36,4,0.9655172413793104,0.7525856220593062
rail_lines,27,5,2.8640922353594758,24,5,0.9655172413793104,0.7847490347490347
rail_lines,28,4,3.970134249403869,56,9,0.9655172413793104,0.7401247401247402
rail_lines,29,3,0.4559843199438116,32,9,0.9655172413793104,0.8018894460070932
rail_lines,30,3,1.5863756447054567,59,7,0.9655172413793104,0.8018894460070932
rail_lines,31,5,2.9064877565265284,67,4,0.9655172413793104,0.7847490347490347
rail_lines,32,3,0.29307051660901984,15,8,0.9655172413793104,0.8018894460070932
rail_lines,33,3,0.34483547700670203,23,7,0.9655172413793104,0.8018894460070932
rail_lines,34,5,3.6114726359964724,67,4,0.9655172413793104,0.7847490347490347
rail_lines,35,5,1.0015004239204968,48,5,0.9655172413793104,0.7847490347490347
rail_lines,36,5,0.9214702457376583,11,4,0.9655172413793104,0.7847490347490347
rail_lines,37,3,0.36392643449681306,91,9,0.9655172413793104,0.8018894460070932
rail_lines,38,5,0.9138655988625565,35,5,0.9655172413793104,0.7847490347490347
rail_lines,39,5,0.6281254264446878,82,3,0.9655172413793104,0.7847490347490347
