dataset, time(ms), energy(J)
apple, 562.2592592592592, 0.14401092900317491
bank, 390.05194805194805, 0.09993791190378955
bee_waggle_6, 706.6046511627907, 0.18001490928665673
bitcoin, 562.9444444444445, 0.14411350153565122
brent_spot, 547.5272727272727, 0.1401616432119309
businv, 914.060606060606, 0.23482172784530453
centralia, 8.787408491947291, 0.002252173913935997
children_per_woman, 717.3809523809524, 0.1838162884301883
co2_canada, 85.3096590909091, 0.021837271410235684
construction, 582.9807692307693, 0.14966638087372092
debt_ireland, 16.808963585434174, 0.0043120457476315726
gdp_argentina, 20.141610738255032, 0.005146432358735134
gdp_croatia, 11.074935400516797, 0.00283617529553284
gdp_iran, 90.68277945619336, 0.023204968500545584
gdp_japan, 28.901828681424448, 0.007407661859729339
global_co2, 450.8358208955224, 0.11580573615931676
homeruns, 128.32051282051282, 0.032933666462022844
iceland_tourism, 78.9238845144357, 0.020178740742825697
jfk_passengers, 846.4444444444445, 0.21721909146142732
lga_passengers, 364.48192771084337, 0.0934352054272637
measles, 650.5957446808511, 0.1669689381746371
nile, 43.12643678160919, 0.011042534868510166
occupancy, 1000.0, 0.2547285796103566
ozone, 18.948863636363637, 0.004847017538435641
quality_control_1, 120.24, 0.030800627883560083
quality_control_2, 339.07865168539325, 0.08708507600240818
quality_control_3, 93.24534161490683, 0.023835148975370018
quality_control_4, 827.5675675675676, 0.2125048705587491
quality_control_5, 255.64406779661016, 0.06552455112804159
rail_lines, 36.2475845410628, 0.009298464417662362
ratner_stock, 482.93650793650795, 0.12361247691264979
robocalls, 40.149732620320854, 0.010284527400309213
run_log, 525.948275862069, 0.13445701672960772
scanline_126007, 977.8709677419355, 0.2513915467661718
scanline_42049, 179.47619047619048, 0.04593923930467879
seatbelts, 219.94160583941607, 0.05636579501318867
shanghai_license, 133.61777777777777, 0.03421732108783747
uk_coal_employ, 84.42977528089888, 0.02161412165275139
unemployment_nl, 230.49618320610688, 0.059118159441316265
us_population, 1071.5357142857142, 0.27454240655314216
usd_isk, 876.8285714285714, 0.2250133906440169
well_log, 1001.7, 0.2573976499685159
