dataset, time(ms), energy(J)
apple, 245.47154471544715, 0.06227741136677739
bank, 209.9020979020979, 0.05356492300311052
bee_waggle_6, 404.9066666666667, 0.10180498786365812
bitcoin, 242.5483870967742, 0.061852767184837655
brent_spot, 273.90909090909093, 0.06982147609698834
businv, 366.1951219512195, 0.09329680993075117
centralia, 7.173840267814443, 0.0018313840928542201
children_per_woman, 145.52173913043478, 0.037029835388673986
co2_canada, 77.56072351421189, 0.01969552720306485
construction, 428.056338028169, 0.10897192915729352
debt_ireland, 11.909884874950377, 0.003042605663886596
gdp_argentina, 13.62897366030881, 0.003459303152755921
gdp_croatia, 7.86140948388787, 0.0020042915913978253
gdp_iran, 46.370942812982996, 0.011749325519405879
gdp_japan, 14.433862433862434, 0.0036781130903104247
global_co2, 121.36290322580645, 0.030743763039252355
homeruns, 94.12225705329153, 0.02399811253761266
iceland_tourism, 208.13103448275862, 0.05296357227115518
jfk_passengers, 180.5688622754491, 0.04599582131517647
lga_passengers, 324.59139784946234, 0.08227380681947452
measles, 319.0315789473684, 0.08139293607233221
nile, 134.27678571428572, 0.03410270274246484
occupancy, 185.04907975460122, 0.04646692831268528
ozone, 13.37984841729826, 0.00341098840630065
quality_control_1, 177.8284023668639, 0.0451980493347349
quality_control_2, 195.33766233766235, 0.04979545760935465
quality_control_3, 86.82080924855491, 0.02214675439930985
quality_control_4, 165.51098901098902, 0.04212682967374179
quality_control_5, 343.9318181818182, 0.08725762835777315
rail_lines, 47.751987281399046, 0.012155065067719514
ratner_stock, 114.93893129770993, 0.0292680157655961
robocalls, 67.95927601809954, 0.017274658626661735
run_log, 126.77637130801688, 0.03208753143276744
scanline_126007, 823.4864864864865, 0.209622989460046
scanline_42049, 259.2068965517241, 0.06612861963015285
seatbelts, 88.52507374631269, 0.022494835621119258
shanghai_license, 48.28135048231511, 0.01227313358408771
uk_coal_employ, 27.149186256781192, 0.006914681157109759
unemployment_nl, 129.57758620689654, 0.033063791990980855
us_population, 477.74603174603175, 0.12122417511508256
usd_isk, 84.77966101694915, 0.02166569004355752
well_log, 487.3709677419355, 0.12387470902863683
