dataset, time(ms), energy(J)
apple, 1259.7083333333333, 0.31584446100672875
bank, 377.825, 0.09575976237769054
bee_waggle_6, 330.6703296703297, 0.08135407701847926
bitcoin, 690.1363636363636, 0.17421768425811024
brent_spot, 513.2203389830509, 0.1295615358536082
businv, 893.3235294117648, 0.22537624460226333
centralia, 10.69351389878831, 0.002715661669516964
children_per_woman, 2269.3571428571427, 0.5745030900012742
co2_canada, 458.40909090909093, 0.11615161310699092
construction, 1807.4705882352941, 0.45786527379967834
debt_ireland, 20.403806934058462, 0.005179902042625208
gdp_argentina, 25.79621668099742, 0.006488082848139138
gdp_croatia, 13.512832057631698, 0.0034236111120168563
gdp_iran, 161.99462365591398, 0.04089572894917603
gdp_japan, 24.629204265791632, 0.0062428957987640645
global_co2, 286.43809523809523, 0.07199067444555458
homeruns, 378.5125, 0.09599449656308252
iceland_tourism, 887.1176470588235, 0.224650462040967
jfk_passengers, 346.2298850574713, 0.08739219610367724
lga_passengers, 894.3529411764706, 0.22577557918467553
measles, 816.7297297297297, 0.2064002829956489
nile, 379.4, 0.09572951406819356
occupancy, 823.1351351351351, 0.20364118221604677
ozone, 22.669939577039276, 0.005747723801382384
quality_control_1, 838.7777777777778, 0.2112788193172845
quality_control_2, 116.47674418604652, 0.029450130943506205
quality_control_3, 298.6732673267327, 0.0756452678993846
quality_control_4, 676.7111111111111, 0.17167202264505857
quality_control_5, 146.67317073170733, 0.037371178928111565
rail_lines, 68.14965986394557, 0.01731724978693316
ratner_stock, 213.75886524822695, 0.05370014587352277
robocalls, 124.1694214876033, 0.031487781636457865
run_log, 592.4705882352941, 0.14864097357713035
scanline_126007, 787.4871794871794, 0.19763817363302502
scanline_42049, 2577.8333333333335, 0.652763046376928
seatbelts, 109.07971014492753, 0.027404837190310307
shanghai_license, 94.07210031347962, 0.02370041315861611
uk_coal_employ, 182.27272727272728, 0.046412729623035845
unemployment_nl, 483.41269841269843, 0.12272310150561565
us_population, 5166.7, 1.3078495929895326
usd_isk, 774.6666666666666, 0.1962063363837912
well_log, 2744.6363636363635, 0.6950493868124051
