dataset, time(ms), energy(J)
apple, 187.50310559006212, 0.047277179235149465
bank, 261.0695652173913, 0.06642277953889551
bee_waggle_6, 1034.5862068965516, 0.2581788060403502
bitcoin, 434.2, 0.1107501458169671
brent_spot, 486.2096774193548, 0.1243399424014452
businv, 1363.0869565217392, 0.3490416364372283
centralia, 9.20276073619632, 0.0023536131157802656
children_per_woman, 488.8709677419355, 0.12517384858799027
co2_canada, 381.126582278481, 0.09760244870974216
construction, 1369.4545454545455, 0.35054933895042434
debt_ireland, 26.58458813108946, 0.006798717420066125
gdp_argentina, 21.199152542372882, 0.005394095047216013
gdp_croatia, 34.554660529344076, 0.008849004229419383
gdp_iran, 51.22184300341297, 0.01304412705384254
gdp_japan, 21.128169014084506, 0.005392207975645901
global_co2, 89.53571428571429, 0.02284494729643224
homeruns, 197.5, 0.050612055982583115
iceland_tourism, 640.5531914893617, 0.16382151554113233
jfk_passengers, 234.3828125, 0.060022030332852694
lga_passengers, 922.2121212121212, 0.23604439445501735
measles, 646.1914893617021, 0.16500266700137567
nile, 113.68939393939394, 0.02902256808594454
occupancy, 1173.1923076923076, 0.29625554607197885
ozone, 29.008695652173913, 0.007411736440746239
quality_control_1, 405.72972972972974, 0.10374252878515304
quality_control_2, 300.01, 0.07678589195339555
quality_control_3, 223.6074074074074, 0.05723332366297082
quality_control_4, 197.61184210526315, 0.05044048860046539
quality_control_5, 465.9230769230769, 0.11922813784394048
rail_lines, 39.41863517060367, 0.01007027410534332
ratner_stock, 411.7808219178082, 0.1047612595559806
robocalls, 55.82156133828996, 0.014277574583314781
run_log, 239.92857142857142, 0.061101335565364845
scanline_126007, 397.10526315789474, 0.101762027364334
scanline_42049, 645.9574468085107, 0.16501195484980077
seatbelts, 83.6740947075209, 0.02130561083877968
shanghai_license, 408.7567567567568, 0.10418785510626401
uk_coal_employ, 141.85377358490567, 0.03634707986345845
unemployment_nl, 816.6216216216217, 0.20911665644067595
us_population, 1736.7777777777778, 0.44298535749643025
usd_isk, 357.7261904761905, 0.09163325488270857
well_log, 916.8484848484849, 0.23461348554293648
