dataset, time(ms), energy(J)
apple, 363.30120481927713, 0.09249978285076
bank, 237.81102362204723, 0.06066942763875235
bee_waggle_6, 280.67289719626166, 0.07054545697368343
bitcoin, 509.6101694915254, 0.12984737039595282
brent_spot, 342.4886363636364, 0.08745765636966367
businv, 335.15555555555557, 0.08524243045818973
centralia, 12.721492157693937, 0.00325367040467648
children_per_woman, 576.6981132075472, 0.1466506768407005
co2_canada, 129.9047619047619, 0.03306555211913225
construction, 1415.3181818181818, 0.36107748246421456
debt_ireland, 18.214199029126213, 0.004652032383043713
gdp_argentina, 46.59472049689441, 0.011876757136355526
gdp_croatia, 12.055443953394938, 0.0030764904367092416
gdp_iran, 83.77437325905292, 0.021348312478258094
gdp_japan, 22.46182634730539, 0.005716599840980052
global_co2, 189.20754716981133, 0.04814695353396894
homeruns, 45.83053435114504, 0.011660440260010969
iceland_tourism, 172.60919540229884, 0.043881517137640325
jfk_passengers, 1019.5333333333333, 0.25989505217661796
lga_passengers, 265.7433628318584, 0.06786671389125781
measles, 440.84057971014494, 0.11235285527652485
nile, 48.44193548387097, 0.012355748847559309
occupancy, 445.1470588235294, 0.11223071199988761
ozone, 30.34984833164813, 0.007733890718154643
quality_control_1, 272.6936936936937, 0.06935550709457906
quality_control_2, 440.0869565217391, 0.11218103077660248
quality_control_3, 116.33333333333333, 0.02957183291888855
quality_control_4, 156.296875, 0.0398106031900601
quality_control_5, 898.7058823529412, 0.22935910215934494
rail_lines, 41.85495118549512, 0.010676867942443647
ratner_stock, 1050.2758620689656, 0.26757890316722643
robocalls, 80.31283422459893, 0.02050168446825371
run_log, 339.8314606741573, 0.08646534798962614
scanline_126007, 331.74725274725273, 0.0844281396119081
scanline_42049, 572.9622641509434, 0.14579866598075636
seatbelts, 217.1726618705036, 0.05515584570205012
shanghai_license, 190.6012658227848, 0.04852564772202301
uk_coal_employ, 32.895947426067906, 0.008373896647700217
unemployment_nl, 205.63698630136986, 0.052378473239721404
us_population, 1377.7272727272727, 0.35092028443079926
usd_isk, 495.9836065573771, 0.12649681185953862
well_log, 443.36764705882354, 0.11293713907805542
