dataset, time(ms), energy(J)
apple, 527.8947368421053, 0.13519826913174607
bank, 283.1698113207547, 0.07263899414340143
bee_waggle_6, 203.92567567567568, 0.051729436252215336
bitcoin, 224.7089552238806, 0.057668947662511814
brent_spot, 328.9891304347826, 0.08444878619501572
businv, 256.61538461538464, 0.06591955400644786
centralia, 2.0283280373199917, 0.0005180965118957323
children_per_woman, 426.67605633802816, 0.10939267979803947
co2_canada, 306.5612244897959, 0.07871364328210413
construction, 200.84666666666666, 0.051516648296086105
debt_ireland, 12.91010752688172, 0.003318001206365983
gdp_argentina, 15.345780051150895, 0.00392370026368616
gdp_croatia, 11.117821415339014, 0.002853034725315354
gdp_iran, 24.7166392092257, 0.006334354292228295
gdp_japan, 16.048663101604276, 0.004108223397856745
global_co2, 22.117907148120853, 0.005661952915598907
homeruns, 43.96632503660322, 0.0112489680094852
iceland_tourism, 270.5135135135135, 0.06929277356949069
jfk_passengers, 161.8494623655914, 0.04150774768265452
lga_passengers, 395.07894736842104, 0.10155768035493613
measles, 383.8987341772152, 0.09855989462630532
nile, 57.40535372848949, 0.014708613280766695
occupancy, 598.8823529411765, 0.1522247130496551
ozone, 21.025227750525577, 0.0053883675453945045
quality_control_1, 67.95701357466064, 0.0173880236052746
quality_control_2, 204.2108843537415, 0.05248469926580113
quality_control_3, 86.4985590778098, 0.02219536530424652
quality_control_4, 178.1360946745562, 0.04573266277553374
quality_control_5, 69.82558139534883, 0.01788470619321108
rail_lines, 28.058878504672897, 0.007203108688146496
ratner_stock, 688.8181818181819, 0.17649114349666722
robocalls, 14.939771030363366, 0.003822454669574384
run_log, 191.14012738853503, 0.04887909674165434
scanline_126007, 187.40372670807454, 0.048014154246601666
scanline_42049, 698.1395348837209, 0.17905724258358785
seatbelts, 186.12345679012347, 0.0477569894503996
shanghai_license, 73.53186274509804, 0.018833808659143657
uk_coal_employ, 30.531027466937946, 0.007829733687658972
unemployment_nl, 179.89820359281438, 0.04611937772326832
us_population, 312.16494845360825, 0.07998690411184106
usd_isk, 94.51572327044025, 0.024283346989070094
well_log, 353.5764705882353, 0.09074864660443008
