dataset, time(ms), energy(J)
apple, 165.1813186813187, 0.041686444349384795
bank, 259.7586206896552, 0.06673464276754798
bee_waggle_6, 313.0104166666667, 0.07849357682436182
bitcoin, 271.3063063063063, 0.06953693403805095
brent_spot, 931.9090909090909, 0.23858109227713806
businv, 234.2325581395349, 0.05974016140754789
centralia, 7.51628256513026, 0.0019258582622709408
children_per_woman, 541.2857142857143, 0.13837609556164157
co2_canada, 97.53896103896103, 0.024909797639636893
construction, 553.7636363636364, 0.14192697203566654
debt_ireland, 15.867794817556849, 0.0040719561911438775
gdp_argentina, 19.674098360655737, 0.005013263748975287
gdp_croatia, 13.507879333633499, 0.003463771757927763
gdp_iran, 116.26254826254826, 0.029685545824011915
gdp_japan, 19.602873938602222, 0.005009953561077243
global_co2, 184.66257668711657, 0.0471038046780115
homeruns, 43.36849710982659, 0.01106903954931013
iceland_tourism, 237.20472440944883, 0.06043707930267395
jfk_passengers, 161.72043010752688, 0.041392121232161364
lga_passengers, 291.2019230769231, 0.0742114925304542
measles, 650.2127659574468, 0.16665865724315423
nile, 45.58877086494689, 0.011652000129291113
occupancy, 387.0128205128205, 0.09725149400719602
ozone, 26.7135231316726, 0.006827846012675339
quality_control_1, 281.77570093457945, 0.07204315355128503
quality_control_2, 223.35555555555555, 0.05705527060894113
quality_control_3, 454.07462686567163, 0.11599109628633726
quality_control_4, 222.18382352941177, 0.0566105783051532
quality_control_5, 227.8030303030303, 0.05835503636946228
rail_lines, 30.38157894736842, 0.0077828413457633645
ratner_stock, 190.91139240506328, 0.048693016366789514
robocalls, 63.413502109704645, 0.01623399234560704
run_log, 188.79245283018867, 0.04798071335474978
scanline_126007, 174.8139534883721, 0.044525485995125055
scanline_42049, 262.2, 0.06718051076747898
seatbelts, 85.41761363636364, 0.02184794760021253
shanghai_license, 60.333333333333336, 0.015425871133719187
uk_coal_employ, 103.23367697594502, 0.02646498825423308
unemployment_nl, 70.22429906542057, 0.017925710520041542
us_population, 781.5128205128206, 0.20045804375928503
usd_isk, 136.86818181818182, 0.03512724690120773
well_log, 223.8148148148148, 0.057057848276168374
