dataset, time(ms), energy(J)
apple, 590.3921568627451, 0.14929103246372416
bank, 369.5243902439024, 0.09394048751934261
bee_waggle_6, 804.6315789473684, 0.19906125409790165
bitcoin, 351.98837209302326, 0.08932275689792647
brent_spot, 592.6078431372549, 0.15077529112625365
businv, 1031.3, 0.26297591883182275
centralia, 12.27823240589198, 0.0031302473096710606
children_per_woman, 523.4137931034483, 0.1334444901526224
co2_canada, 148.76237623762376, 0.03783699515624543
construction, 1348.304347826087, 0.34396511705120286
debt_ireland, 31.397489539748953, 0.008003855131386193
gdp_argentina, 25.101170568561873, 0.006351117657610655
gdp_croatia, 28.26930320150659, 0.007174176409946065
gdp_iran, 42.87428571428571, 0.010915270470419012
gdp_japan, 24.258690379951496, 0.006166357466038701
global_co2, 51.55154639175258, 0.013071694019257648
homeruns, 214.75, 0.05462710103655419
iceland_tourism, 789.7894736842105, 0.2010912938271519
jfk_passengers, 380.126582278481, 0.09663353175116604
lga_passengers, 1070.8620689655172, 0.2731715579830679
measles, 1385.4545454545455, 0.35288280847784004
nile, 124.40495867768595, 0.03163244241530881
occupancy, 3203.8, 0.8007093569609424
ozone, 72.88592233009709, 0.018525768293952267
quality_control_1, 893.5588235294117, 0.227290694400354
quality_control_2, 93.74454828660436, 0.023762010043185986
quality_control_3, 494.1803278688525, 0.12597119166284607
quality_control_4, 730.4047619047619, 0.1851912684378043
quality_control_5, 384.1645569620253, 0.09749306561633016
rail_lines, 47.025078369905955, 0.01196398843956068
ratner_stock, 871.6571428571428, 0.22028897945399098
robocalls, 160.70053475935828, 0.040878676346238305
run_log, 215.1642857142857, 0.054071371890014625
scanline_126007, 1997.9375, 0.5092798880139071
scanline_42049, 790.9473684210526, 0.19977443181419643
seatbelts, 232.96124031007753, 0.05916062325405626
shanghai_license, 107.9748201438849, 0.027442402016623686
uk_coal_employ, 201.74496644295303, 0.05137013026334239
unemployment_nl, 292.45631067961165, 0.07426575440739311
us_population, 2462.6153846153848, 0.6270648215955029
usd_isk, 172.11428571428573, 0.04388403203529638
well_log, 2837.7272727272725, 0.7224125338446108
