dataset, time(ms), energy(J)
apple, 347.71264367816093, 0.08836449264480893
bank, 424.3521126760563, 0.10873599776477676
bee_waggle_6, 223.40740740740742, 0.05662217889486648
bitcoin, 274.24545454545455, 0.07031413629930201
brent_spot, 269.30357142857144, 0.06900166688991963
businv, 194.36774193548388, 0.04977815558800836
centralia, 13.599003171726325, 0.003492039664237716
children_per_woman, 238.66666666666666, 0.061254944657602686
co2_canada, 102.55972696245733, 0.02625199702466712
construction, 278.77777777777777, 0.07134389436669153
debt_ireland, 14.863793957404656, 0.0038125151980461106
gdp_argentina, 17.724748966331955, 0.004529648287067907
gdp_croatia, 35.26674500587544, 0.009052588339230701
gdp_iran, 40.36290322580645, 0.010333311991656447
gdp_japan, 65.9298245614035, 0.01689663824646758
global_co2, 36.33414043583535, 0.009289232251234195
homeruns, 155.9119170984456, 0.04004828728383298
iceland_tourism, 244.3170731707317, 0.0627012439108364
jfk_passengers, 173.7456647398844, 0.04448910674946512
lga_passengers, 712.0697674418604, 0.18285736441294978
measles, 285.2358490566038, 0.0729678613763339
nile, 164.91758241758242, 0.04224593117754381
occupancy, 364.5903614457831, 0.09195490787728393
ozone, 62.02685950413223, 0.01590165734325848
quality_control_1, 517.8103448275862, 0.13296844806022975
quality_control_2, 253.14285714285714, 0.06489054012290428
quality_control_3, 325.40860215053766, 0.08343897773687864
quality_control_4, 661.0434782608696, 0.16930939361036904
quality_control_5, 198.79470198675497, 0.05093101606362084
rail_lines, 26.75311942959002, 0.006855348443379509
ratner_stock, 430.42857142857144, 0.11009850241922063
robocalls, 70.009324009324, 0.017979534985887172
run_log, 122.1951219512195, 0.031171339208989728
scanline_126007, 373.77777777777777, 0.09563531007671248
scanline_42049, 164.8901098901099, 0.04224224589108996
seatbelts, 172.43103448275863, 0.04408292794842159
shanghai_license, 181.36746987951807, 0.046475214980025804
uk_coal_employ, 48.77435064935065, 0.012528156906585406
unemployment_nl, 123.80246913580247, 0.03171472355449469
us_population, 346.1034482758621, 0.08862565016040636
usd_isk, 251.83333333333334, 0.06465832816563004
well_log, 313.625, 0.08020748253858301
