dataset, time(ms), energy(J)
apple,12.852055234425178,0.04151957268632189
bank,17.57054433713784,0.056673101782629104
bee_waggle_6,10.408896982310095,0.03353897566461707
bitcoin,32.68475490196079,0.10527614928505975
brent_spot,22.249532814238044,0.07368887417334444
businv,62.048297213622284,0.2004308460162983
centralia,0.5105416719846841,0.0016438343733313316
children_per_woman,24.581302211302212,0.07930399136219765
co2_canada,6.197599132589838,0.019941683922854413
construction,46.223556581986145,0.14870080359975912
debt_ireland,1.1031035243505598,0.0036426356284261327
gdp_argentina,0.9551279847182427,0.003076862648913404
gdp_croatia,0.473385878955715,0.0015243749597746298
gdp_iran,2.296931557188792,0.007393901908026124
gdp_japan,1.0212101097778914,0.0032871255936307163
global_co2,3.500322016100805,0.011520699248916584
homeruns,6.670373457819274,0.021485146677423562
iceland_tourism,11.584748118123915,0.03737406608652036
jfk_passengers,6.726835911230666,0.02168350851718981
lga_passengers,111.57244444444444,0.359193230451961
measles,70.86989399293286,0.22802521410785276
nile,10.223765968318855,0.03384704029967995
occupancy,44.93730941704036,0.14476183562282022
ozone,0.9383893215726753,0.0030191699391762176
quality_control_1,23.399040935672517,0.07535640626181767
quality_control_2,6.266156015037594,0.020173845245267615
quality_control_3,15.468120649651972,0.04982973821862982
quality_control_4,25.85067183462532,0.08563747990200204
quality_control_5,3.6281879194630875,0.011698782702645821
rail_lines,1.6181182752204515,0.00521273215000888
ratner_stock,8.5925558419244,0.027698810801372906
robocalls,2.0278140525195174,0.006534769046106005
run_log,8.414127050904503,0.027295812373308394
scanline_126007,16.9239255499154,0.05546113548303663
scanline_42049,9.474161931818182,0.030496966828195582
seatbelts,2.9387643255950633,0.009470287358045679
shanghai_license,6.059451681308694,0.019523175664900843
uk_coal_employ,1.5191402096308675,0.004894980046791252
unemployment_nl,8.285273405136703,0.027413740424587506
us_population,78.9668503937008,0.2576904023529876
usd_isk,23.825797619047616,0.07669938186636067
well_log,13.88235947258848,0.044755004862059876
