dataset, time(ms), energy(J)
apple,34.21547008547009,0.11043257010636978
bank,19.79835806132542,0.06394699282204545
bee_waggle_6,16.405032786885247,0.054376792514467226
bitcoin,21.609179265658746,0.06979157740071584
brent_spot,69.51302083333333,0.22439432852110663
businv,39.94075848303393,0.12893460663213271
centralia,1.258035601962511,0.004054439854192647
children_per_woman,36.090252252252256,0.11649768020895306
co2_canada,15.851156893819335,0.052528352474119654
construction,63.02858490566038,0.20318097978488597
debt_ireland,1.2593036141543885,0.0040575322967929
gdp_argentina,1.2826247274592792,0.004135675373685097
gdp_croatia,0.960888782128273,0.0031005622479761386
gdp_iran,22.245077777777777,0.07305823458922936
gdp_japan,7.350257258360896,0.02382865581828941
global_co2,14.234580369843528,0.04589823958683219
homeruns,25.10297365119197,0.0808722642561299
iceland_tourism,12.43972014925373,0.04013020297269808
jfk_passengers,17.97716082659479,0.05792583908451853
lga_passengers,39.86806772908366,0.13199560583815623
measles,26.70497997329773,0.08608131962734304
nile,34.238,0.11041630159396355
occupancy,44.758970917225945,0.1442622071296074
ozone,1.321124248629368,0.0042630292803174635
quality_control_1,6.8959703550499825,0.0222323778528459
quality_control_2,10.183553971486761,0.03372831941425807
quality_control_3,6.696558419819216,0.021606813233088832
quality_control_4,17.296231633535005,0.055731274673538445
quality_control_5,11.474664371772805,0.03697582844666525
rail_lines,3.9529525691699603,0.012733293235456234
ratner_stock,16.07459437751004,0.05192129227812458
robocalls,7.335522552255226,0.02413208133868778
run_log,51.98735064935065,0.16779201186440473
scanline_126007,66.55461794019934,0.21459444287800433
scanline_42049,103.92932642487047,0.3348722159029365
seatbelts,4.004498498498498,0.012911910379094676
shanghai_license,5.544617516629712,0.0183147014908729
uk_coal_employ,3.107247164828336,0.01001650311230542
unemployment_nl,9.252201665124884,0.029800321170136205
us_population,24.121518072289156,0.07786932285443433
usd_isk,42.86708779443255,0.13830082223830298
well_log,22.699251700680275,0.07313712847547707
