dataset, time(ms), energy(J)
apple,15808.912,48.23100077397841
bank,46774.7,151.10491855316283
bee_waggle_6,55843.775,182.37394661785532
bitcoin,26321.784999999996,82.94491134789124
brent_spot,4777.671,14.206610542128601
businv,6605.455,20.68198924738281
centralia,89.5208482142857,0.2737736246276654
children_per_woman,3103.052,9.365047861850144
co2_canada,959.2861904761904,2.934578076871644
construction,5975.808,18.461975133045144
debt_ireland,91.63041095890412,0.2802115450394382
gdp_argentina,176.7282456140351,0.5306725342913778
gdp_croatia,93.28079069767442,0.2932186948434613
gdp_iran,129.04735483870968,0.39003180063392656
gdp_japan,201.43939999999998,0.6036210289807513
global_co2,429.7274468085106,1.2837185228304115
homeruns,568.6105555555555,1.6969285870151605
iceland_tourism,1718.6850000000002,5.187821153570667
jfk_passengers,11416.23,35.437390316574145
lga_passengers,5646.937,17.17513193310888
measles,184194.539,615.0939379031754
nile,212.5803157894737,0.6438316712754099
occupancy,4303.719999999999,13.055006608212352
ozone,122.40719512195122,0.3736448423090601
quality_control_1,2764.558,8.335184719841527
quality_control_2,2081.8689999999997,6.256871117577612
quality_control_3,3726.5089999999996,11.425298603251031
quality_control_4,27703.985999999997,88.90793802888383
quality_control_5,2851.293,8.577898783351703
rail_lines,103.33783505154639,0.3160748179530931
ratner_stock,10446.206,31.961347865640892
robocalls,119.98838323353294,0.36496488720227926
run_log,2679.4,8.15815339417386
scanline_126007,4197.8279999999995,12.490744143051415
scanline_42049,4518.117,13.455356091454632
seatbelts,1095.7252631578947,3.3180717309399035
shanghai_license,1266.444375,3.8508193317436508
uk_coal_employ,223.21477777777778,0.6690649799690517
unemployment_nl,1492.0249999999999,4.496072320524296
us_population,156988.326,521.2023922795421
usd_isk,1816.1599999999999,5.487252634456733
well_log,5820.267,17.451495771380724
