dataset, time(ms), energy(J)
apple,39.28337254901961,0.12638669883862366
bank,25.91541450777202,0.08332824305558376
bee_waggle_6,25.500458598726116,0.08194840492220337
bitcoin,29.22798540145985,0.09674797554981943
brent_spot,19.426766990291263,0.06245184426007981
businv,21.600399568034558,0.06954234639988793
centralia,0.5821343539889978,0.0018722407728776493
children_per_woman,99.37950495049505,0.3196327478626879
co2_canada,11.767211764705882,0.0378171343511199
construction,61.474938650306754,0.2031274565553669
debt_ireland,0.930004649865154,0.002990828354305494
gdp_argentina,1.2671029458346532,0.004077236623667146
gdp_croatia,0.6183598194410092,0.001989020006704599
gdp_iran,4.725530356721001,0.01520132610426262
gdp_japan,1.3110212375458834,0.0042156234245645345
global_co2,11.006006600660065,0.036400793565232036
homeruns,2.8339090393879287,0.009117915273014938
iceland_tourism,3.858317901234568,0.012414776598292208
jfk_passengers,40.91987730061349,0.13147373764154052
lga_passengers,46.53541860465116,0.1500054269875723
measles,15.485735294117648,0.050441231096414095
nile,19.109961795606495,0.06222149168317685
occupancy,111.23322222222222,0.35818604481767885
ozone,1.1947237321545905,0.0038410993563902946
quality_control_1,30.870123456790125,0.09924233036395261
quality_control_2,15.487499999999999,0.0497899260967558
quality_control_3,11.869471810089022,0.03923155710651618
quality_control_4,17.066134812286688,0.05489463069817021
quality_control_5,6.11939125114714,0.019687270074968243
rail_lines,2.2519365007881107,0.007244078507334221
ratner_stock,10.69462319615179,0.03448027171314846
robocalls,3.5458943449742955,0.011400056385974088
run_log,14.336740687679082,0.04739209733959948
scanline_126007,16.69680300500835,0.05378060411483159
scanline_42049,13.109737876802097,0.04214365700809593
seatbelts,15.163874147081124,0.04881172269756996
shanghai_license,4.281305650684931,0.013771489127015158
uk_coal_employ,12.074677127338564,0.03884167342558312
unemployment_nl,8.047357200321802,0.026610858783592744
us_population,77.63011627906977,0.250044516170807
usd_isk,26.46850529100529,0.08510871866431603
well_log,74.37977695167287,0.23934679357172275
