dataset, time(ms), energy(J)
apple,44.50111111111111,0.14736851847585059
bank,19.763725296442686,0.06362978411504408
bee_waggle_6,12.866681672025722,0.041399740416240664
bitcoin,33.817854729729724,0.10870991411679456
brent_spot,47.270636792452834,0.15199193557885526
businv,80.56775100401606,0.2589082862826155
centralia,0.4775240551058902,0.0015799568813456763
children_per_woman,34.68372616984402,0.11162219235991923
co2_canada,12.367923362175524,0.039794653023347636
construction,116.11549132947977,0.3732877442846411
debt_ireland,0.9384956125944347,0.0030183115626767395
gdp_argentina,1.275351358245122,0.004125573740011069
gdp_croatia,0.6222706200802713,0.0020399139969144602
gdp_iran,13.293847176079735,0.042806521834439344
gdp_japan,1.3172805110979384,0.00423735931413329
global_co2,12.483568309419837,0.04016262279988532
homeruns,14.767166051660515,0.047459948011379725
iceland_tourism,19.049438095238095,0.06316453129610246
jfk_passengers,23.62266824085006,0.0759810846070913
lga_passengers,67.01290969899665,0.21577202255572278
measles,36.60707495429616,0.11800711208419092
nile,2.8232138320395204,0.009082562582176764
occupancy,18.604219330855017,0.05999241390857176
ozone,1.8201729159082636,0.006021882439861386
quality_control_1,26.94950201884253,0.08671139509075235
quality_control_2,5.019272271016311,0.016150230880408376
quality_control_3,9.488970588235293,0.03054460864881638
quality_control_4,16.84837542087542,0.054281667945786476
quality_control_5,6.949635163307852,0.022379307397776545
rail_lines,3.4952000698934125,0.011553628258601989
ratner_stock,43.785448577680526,0.1409286001188789
robocalls,5.646894409937888,0.018158286990102898
run_log,10.912471358428807,0.03511893303014846
scanline_126007,50.67569620253165,0.16317353638491736
scanline_42049,16.92464467005076,0.0550754639730927
seatbelts,7.928513674197384,0.025867866459647053
shanghai_license,6.543925417075564,0.02106081553361392
uk_coal_employ,21.520688172043013,0.06932058108210694
unemployment_nl,12.176049908703591,0.039153860970059816
us_population,242.28036144578314,0.7781402129804048
usd_isk,70.12405594405594,0.23189055449996873
well_log,62.39591900311527,0.20080003014748815
