dataset, time(ms), energy(J)
apple,8.16585306122449,0.026382644333902208
bank,14.50422044960116,0.04682230114188402
bee_waggle_6,9.762318204001954,0.03152427750296216
bitcoin,42.336892177589846,0.1367033634142336
brent_spot,17.794741992882564,0.05903911300790445
businv,71.00595744680851,0.22932495016993282
centralia,0.5536442906574395,0.0017852349145323638
children_per_woman,12.041264298615292,0.03884251775097874
co2_canada,5.336148306214991,0.01721804743074019
construction,45.836636155606406,0.14798700750993046
debt_ireland,1.1802915314251992,0.003913546297608226
gdp_argentina,0.8905748508326654,0.0028748320870042323
gdp_croatia,2.0517037644886655,0.006619215577725366
gdp_iran,2.2194906790945406,0.007163112962583586
gdp_japan,6.598677004289014,0.021306341160935775
global_co2,4.18067516722408,0.01352180079204367
homeruns,8.240362438220757,0.027151211589279627
iceland_tourism,29.93914798206278,0.09671541781665366
jfk_passengers,25.390786802030455,0.08203122176745162
lga_passengers,15.964692737430166,0.051509481411806356
measles,25.428373570520968,0.08203745981908442
nile,11.832619751626256,0.03908885058491874
occupancy,9.54560114503817,0.030817900839214873
ozone,1.0671731938960622,0.0034409502001252787
quality_control_1,14.695058737151246,0.047399090039775015
quality_control_2,21.479517167381974,0.06941490432373147
quality_control_3,22.350156424581005,0.07220266464522987
quality_control_4,43.33876623376623,0.14371945512651846
quality_control_5,41.02821721311476,0.13230223391553306
rail_lines,1.7387159871337912,0.005611656329554354
ratner_stock,108.85233695652175,0.3515911196350514
robocalls,4.5379469147005445,0.014640917353917031
run_log,15.533222049689442,0.050236639163296494
scanline_126007,17.355021682567216,0.05767249786893102
scanline_42049,25.85387596899225,0.08341043262818096
seatbelts,3.1366175317547436,0.010128066284923515
shanghai_license,5.230842050209206,0.01689702252163492
uk_coal_employ,2.6548831961773294,0.008564690805715935
unemployment_nl,6.316365645721503,0.020476650178031075
us_population,70.9590425531915,0.23358900041396782
usd_isk,60.55199395770393,0.1955392058228116
well_log,40.545,0.13105635374132374
