dataset, time(ms), energy(J)
apple,14.060126493323965,0.04545488125624254
bank,19.61163725490196,0.06340628094894425
bee_waggle_6,11.008970831040175,0.03558385867606126
bitcoin,11.567553499132446,0.037368125797007254
brent_spot,19.482025316455697,0.06464819516666381
businv,36.58709323583181,0.11812477382871499
centralia,0.47740368549195583,0.001540361775076927
children_per_woman,26.020793237971393,0.0841645397803474
co2_canada,4.600135694572217,0.014866156822575766
construction,38.71551257253385,0.12501286621281169
debt_ireland,0.7606815502224926,0.0025217276547487093
gdp_argentina,1.0231841203253695,0.0033053602824529354
gdp_croatia,0.708961043564567,0.0022859379256461236
gdp_iran,14.447740072202166,0.04665329240990419
gdp_japan,1.0915040384195591,0.003519765180940978
global_co2,23.334708624708625,0.07674814702989506
homeruns,8.247081615828524,0.02678512062173862
iceland_tourism,10.979445664105379,0.03551802727800237
jfk_passengers,11.917218582489577,0.03849470380018618
lga_passengers,17.169210300429185,0.05547367933221499
measles,31.280546875,0.10117763459766138
nile,8.451592733417828,0.028112704305351892
occupancy,58.25674418604651,0.18825236974192003
ozone,1.0019121330528002,0.00323059299193935
quality_control_1,4.6783115060804485,0.01511523620573442
quality_control_2,8.329408825978351,0.026908556668029052
quality_control_3,6.296710733396286,0.02033832994194094
quality_control_4,16.95157627118644,0.056298360595912714
quality_control_5,6.266535087719298,0.020221744614649935
rail_lines,1.7758977091102823,0.005734738489690867
ratner_stock,20.749139004149377,0.06710324692763282
robocalls,10.275074473549049,0.03318947259036464
run_log,10.889722373434948,0.03529639210715225
scanline_126007,16.69787979966611,0.05496905652065886
scanline_42049,18.90477315689981,0.06109219364619339
seatbelts,7.2490000000000006,0.023431783439261472
shanghai_license,15.593343725643022,0.05038873175230688
uk_coal_employ,8.058058017727639,0.026043424945165233
unemployment_nl,5.6852274019329165,0.018862467153975403
us_population,119.30541666666667,0.38548236630170624
usd_isk,68.97910344827585,0.22283485331728148
well_log,59.90056886227545,0.1934101587780706
